,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),label
383,1.55965355644e+27,1.635049896,0.5698649597,15.87463852,walking
384,1.55965355644e+27,-0.3014730835,-0.1797761536,10.43435165,walking
385,1.55965355644e+27,-2.221081238,1.026415558,5.629493408,walking
386,1.55965355644e+27,-0.4649331665,-0.6008505249,6.517297211,walking
387,1.55965355644e+27,-3.372636566,-4.446054382,10.22763153,walking
388,1.55965355644e+27,-2.152673492,2.504741364,16.41755951,walking
389,1.55965355644e+27,-2.387535095,3.232527924,9.93049942,walking
390,1.55965355644e+27,0.5569917297,1.168170776,4.76459198,walking
391,1.55965355644e+27,1.548380127,0.1169068909,6.198460236,walking
392,1.55965355644e+27,-5.729784851,-3.158881073,13.47408051,walking
393,1.55965355644e+27,-7.330855408,-3.076701965,10.59930862,walking
394,1.55965355644e+27,-1.466650085,1.43925705,4.778962097,walking
395,1.55965355644e+27,-1.843715973,0.2415975952,7.840844879,walking
396,1.55965355644e+27,-0.2034269714,-3.18268158,13.58200607,walking
397,1.55965355644e+27,-3.771856384,0.2640509033,13.30553101,walking
398,1.55965355644e+27,-3.181783447,0.7361691284,8.006699982,walking
